ROW_ID,ESTABLISHMENT_ID,INSPECTION_ID,ESTABLISHMENT_NAME,REVIEW,VALUE,CUISINE_TYPE,ESTABLISHMENT_TYPE,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_STATUS,MINIMUM_INSPECTIONS_PERYEAR,INFRACTION_DETAILS,INSPECTION_DATE,SEVERITY,ACTION,COURT_OUTCOME,AMOUNT_FINED
54546,10456657,103631552,AIRPORT GATE CAFE & GRILL,3.5,2,North American,Restaurant,924 DIXON RD,Pass,2,NULL,15-12-2015,NULL,NULL,NULL,NULL
54547,10456657,103708263,AIRPORT GATE CAFE & GRILL,3.5,2,North American,Restaurant,924 DIXON RD,Pass,2,NULL,11-04-2016,NULL,NULL,NULL,NULL
54548,10456657,103803051,AIRPORT GATE CAFE & GRILL,3.5,2,North American,Restaurant,924 DIXON RD,Pass,2,Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a),29-08-2016,NA - Not Applicable,Notice to Comply,NULL,NULL
54549,10456657,103803051,AIRPORT GATE CAFE & GRILL,3.5,2,North American,Restaurant,924 DIXON RD,Pass,2,OPERATOR FAIL TO ENSURE WRAPPING WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II),29-08-2016,S - Significant,Corrected During Inspection,NULL,NULL
54550,10456657,103885232,AIRPORT GATE CAFE & GRILL,3.5,2,North American,Restaurant,924 DIXON RD,Pass,2,Operator fail to properly wash surfaces in rooms,05-01-2017,M - Minor,Notice to Comply,NULL,NULL
54626,10456852,103467895,Subway,4,1,Deli,Food Take Out,2625 WESTON RD,Pass,2,Food Handler fail to wear clean outer garments,20-04-2015,M - Minor,Notice to Comply,NULL,NULL
54627,10456852,103592251,Subway,4,1,Deli,Food Take Out,2625 WESTON RD,Pass,2,NULL,16-10-2015,NULL,NULL,NULL,NULL
54628,10456852,103720463,Subway,4,1,Deli,Food Take Out,2625 WESTON RD,Pass,2,NULL,02-05-2016,NULL,NULL,NULL,NULL
54629,10456852,103786663,Subway,4,1,Deli,Food Take Out,2625 WESTON RD,Pass,2,NULL,02-08-2016,NULL,NULL,NULL,NULL
54630,10456852,103888293,Subway,4,1,Deli,Food Take Out,2625 WESTON RD,Pass,2,NULL,10-01-2017,NULL,NULL,NULL,NULL
54633,10456858,103457364,CONCESSION 6 - PIZZA PIZZA LEVEL 300,3,2,European,Food Take Out,45 MANITOBA DR,Pass,2,NULL,28-03-2015,NULL,NULL,NULL,NULL
54634,10456858,103681427,CONCESSION 6 - PIZZA PIZZA LEVEL 300,3,2,European,Food Take Out,45 MANITOBA DR,Pass,2,NULL,01-03-2016,NULL,NULL,NULL,NULL
54635,10456858,103823587,CONCESSION 6 - PIZZA PIZZA LEVEL 300,3,2,European,Food Take Out,45 MANITOBA DR,Pass,2,NULL,30-09-2016,NULL,NULL,NULL,NULL
54676,10456981,103427041,KFC,3,1,North American,Food Court Vendor,3401 DUFFERIN ST,Pass,2,Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a),11-02-2015,NA - Not Applicable,Ticket,Pending,NULL
54677,10456981,103629714,KFC,3,1,North American,Food Court Vendor,3401 DUFFERIN ST,Pass,2,NULL,15-12-2015,NULL,NULL,NULL,NULL
54678,10456981,103724962,KFC,3,1,North American,Food Court Vendor,3401 DUFFERIN ST,Pass,2,NULL,19-10-2016,NULL,NULL,NULL,NULL
54679,10456981,103833456,KFC,3,1,North American,Food Court Vendor,3401 DUFFERIN ST,Pass,2,Operator fail to properly wash equipment,18-10-2016,M - Minor,Notice to Comply,NULL,NULL
54722,10457282,103480879,ADDIS CAFE & DONUT,2,1,Cafe,Restaurant,3200 DANFORTH AVE,Conditional Pass,2,Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a),04-05-2015,NA - Not Applicable,Notice to Comply,NULL,NULL
54723,10457282,103480879,ADDIS CAFE & DONUT,2,1,Cafe,Restaurant,3200 DANFORTH AVE,Conditional Pass,2,Operator fail to provide separate handwashing sink(s),04-05-2015,S - Significant,Notice to Comply,NULL,NULL
54724,10457282,103480890,ADDIS CAFE & DONUT,2,1,Cafe,Restaurant,3200 DANFORTH AVE,Pass,2,Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a),06-05-2015,NA - Not Applicable,Notice to Comply,NULL,NULL
54725,10457282,103618088,ADDIS CAFE & DONUT,2,1,Cafe,Restaurant,3200 DANFORTH AVE,Conditional Pass,2,Operator fail to provide separate handwashing sink(s),14-12-2015,S - Significant,Notice to Comply,NULL,NULL
54726,10457282,103627820,ADDIS CAFE & DONUT,2,1,Cafe,Restaurant,3200 DANFORTH AVE,Conditional Pass,2,Operator fail to provide separate handwashing sink(s),16-12-2015,S - Significant,Notice to Comply,NULL,NULL
54727,10457282,103629821,ADDIS CAFE & DONUT,2,1,Cafe,Restaurant,3200 DANFORTH AVE,Pass,2,NULL,15-01-2016,NULL,NULL,NULL,NULL
54728,10457282,103757652,ADDIS CAFE & DONUT,2,1,Cafe,Restaurant,3200 DANFORTH AVE,Pass,2,FAIL TO CLEAN WASHBASINS ONCE A DAY O. REG  562/90 SEC. 68(4),27-06-2016,S - Significant,Corrected During Inspection,NULL,NULL
54729,10457282,103757652,ADDIS CAFE & DONUT,2,1,Cafe,Restaurant,3200 DANFORTH AVE,Pass,2,Operator fail to properly maintain rooms,27-06-2016,M - Minor,Notice to Comply,NULL,NULL
54730,10457282,103870942,ADDIS CAFE & DONUT,2,1,Cafe,Restaurant,3200 DANFORTH AVE,Pass,2,Fail to Ensure the Presence of the Holder of a Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(a),30-12-2016,NA - Not Applicable,Notice to Comply,NULL,NULL
54731,10457304,103468127,ASIAN SPECIALITY,3.5,NULL,Far Eastern,Food Court Vendor,2301 BRIMLEY RD,Pass,2,NULL,01-04-2015,NULL,NULL,NULL,NULL
54732,10457304,103558540,ASIAN SPECIALITY,3.5,NULL,Far Eastern,Food Court Vendor,2301 BRIMLEY RD,Pass,2,Food handler fail to wear headgear,15-07-2015,M - Minor,Notice to Comply,NULL,NULL
54733,10457304,103558540,ASIAN SPECIALITY,3.5,NULL,Far Eastern,Food Court Vendor,2301 BRIMLEY RD,Pass,2,Operator fail to properly maintain rooms,15-07-2015,M - Minor,Notice to Comply,NULL,NULL
54734,10457304,103558540,ASIAN SPECIALITY,3.5,NULL,Far Eastern,Food Court Vendor,2301 BRIMLEY RD,Pass,2,Operator fail to properly wash equipment,15-07-2015,M - Minor,Notice to Comply,NULL,NULL
54735,10457304,103558540,ASIAN SPECIALITY,3.5,NULL,Far Eastern,Food Court Vendor,2301 BRIMLEY RD,Pass,2,Operator fail to properly wash surfaces in rooms,15-07-2015,M - Minor,Notice to Comply,NULL,NULL
54736,10457304,103613857,ASIAN SPECIALITY,3.5,NULL,Far Eastern,Food Court Vendor,2301 BRIMLEY RD,Pass,2,OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II),06-01-2016,S - Significant,Corrected During Inspection,NULL,NULL
54737,10457304,103613857,ASIAN SPECIALITY,3.5,NULL,Far Eastern,Food Court Vendor,2301 BRIMLEY RD,Pass,2,Operator fail to properly maintain rooms,06-01-2016,M - Minor,Notice to Comply,NULL,NULL
54738,10457304,103613857,ASIAN SPECIALITY,3.5,NULL,Far Eastern,Food Court Vendor,2301 BRIMLEY RD,Pass,2,Operator fail to properly wash surfaces in rooms,06-01-2016,M - Minor,Notice to Comply,NULL,NULL
54739,10457304,103830463,ASIAN SPECIALITY,3.5,NULL,Far Eastern,Food Court Vendor,2301 BRIMLEY RD,Pass,2,Operator fail to use proper procedure(s) to ensure food safety,25-10-2016,S - Significant,Corrected During Inspection,NULL,NULL
54800,10457667,103546694,ON THE GO STARBUCKS,3.7,2,Cafe,Food Take Out,2075 BAYVIEW AVE,Pass,1,Operator fail to properly maintain equipment(NON-FOOD),07-08-2015,M - Minor,Notice to Comply,NULL,NULL
54831,10457891,103482406,Aberdeen Delicious,2.5,2,Far Eastern,Restaurant,3250 MIDLAND AVE,Pass,1,NULL,16-04-2015,NULL,NULL,NULL,NULL
54876,10458178,103448054,FV FOODS,2.5,2,South East Asian,Restaurant,2085 LAWRENCE AVE E,Pass,2,Operator fail to properly maintain rooms,25-02-2015,M - Minor,Notice to Comply,NULL,NULL
54877,10458178,103448054,FV FOODS,2.5,2,South East Asian,Restaurant,2085 LAWRENCE AVE E,Pass,2,Operator fail to properly wash surfaces in rooms,25-02-2015,M - Minor,Notice to Comply,NULL,NULL
54878,10458178,103559475,FV FOODS,2.5,2,South East Asian,Restaurant,2085 LAWRENCE AVE E,Pass,2,Operator fail to properly wash surfaces in rooms,10-07-2015,M - Minor,Notice to Comply,NULL,NULL
54879,10458178,103602092,FV FOODS,2.5,2,South East Asian,Restaurant,2085 LAWRENCE AVE E,Pass,2,FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C),04-11-2015,S - Significant,Corrected During Inspection,NULL,NULL
54880,10458178,103602092,FV FOODS,2.5,2,South East Asian,Restaurant,2085 LAWRENCE AVE E,Pass,2,Operator fail to properly wash equipment,04-11-2015,M - Minor,Notice to Comply,NULL,NULL
54881,10458178,103662900,FV FOODS,2.5,2,South East Asian,Restaurant,2085 LAWRENCE AVE E,Pass,2,NULL,02-02-2016,NULL,NULL,NULL,NULL
54882,10458178,103838207,FV FOODS,2.5,2,South East Asian,Restaurant,2085 LAWRENCE AVE E,Pass,2,Operator fail to properly maintain rooms,28-10-2016,M - Minor,Notice to Comply,NULL,NULL
54883,10458178,103838207,FV FOODS,2.5,2,South East Asian,Restaurant,2085 LAWRENCE AVE E,Pass,2,Operator fail to properly wash equipment,28-10-2016,M - Minor,Notice to Comply,NULL,NULL
54884,10458178,103838207,FV FOODS,2.5,2,South East Asian,Restaurant,2085 LAWRENCE AVE E,Pass,2,Operator fail to properly wash surfaces in rooms,28-10-2016,M - Minor,Notice to Comply,NULL,NULL
54892,10458270,103426771,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,Operator fail to properly maintain rooms,11-02-2015,M - Minor,Notice to Comply,NULL,NULL
54893,10458270,103528038,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,Operator fail to properly wash surfaces in rooms,09-07-2015,M - Minor,Notice to Comply,NULL,NULL
54894,10458270,103593817,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,Operator fail to properly wash equipment,20-10-2015,M - Minor,Notice to Comply,NULL,NULL
54895,10458270,103593817,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,Operator fail to properly wash surfaces in rooms,20-10-2015,M - Minor,Notice to Comply,NULL,NULL
54896,10458270,103654360,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21,19-01-2016,S - Significant,Corrected During Inspection,NULL,NULL
54897,10458270,103654360,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,Operator fail to properly wash equipment,19-01-2016,M - Minor,Notice to Comply,NULL,NULL
54898,10458270,103654360,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,Operator fail to properly wash surfaces in rooms,19-01-2016,M - Minor,Notice to Comply,NULL,NULL
54899,10458270,103654360,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,USE UTENSILS NOT FREE FROM CRACKS IN CONTACT WITH FOOD O. REG  562/90 SEC. 19(1)(B),19-01-2016,S - Significant,Corrected During Inspection,NULL,NULL
54900,10458270,103728887,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21,13-05-2016,S - Significant,Corrected During Inspection,NULL,NULL
54901,10458270,103728887,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II),13-05-2016,S - Significant,Corrected During Inspection,NULL,NULL
54902,10458270,103728887,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,Operator fail to properly wash surfaces in rooms,13-05-2016,M - Minor,Notice to Comply,NULL,NULL
54903,10458270,103823914,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2),03-10-2016,S - Significant,Corrected During Inspection,NULL,NULL
54904,10458270,103823914,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,Operator fail to properly wash equipment,03-10-2016,M - Minor,Notice to Comply,NULL,NULL
54905,10458270,103823914,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,Operator fail to properly wash surfaces in rooms,03-10-2016,M - Minor,Notice to Comply,NULL,NULL
54906,10458270,103885397,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,Operator fail to properly maintain equipment(NON-FOOD),05-01-2017,M - Minor,Notice to Comply,NULL,NULL
54907,10458270,103885397,FUSIA ASIAN KITCHEN,1.5,1,Far Eastern,Restaurant,595 BAY ST,Pass,3,Operator fail to properly wash equipment,05-01-2017,M - Minor,Notice to Comply,NULL,NULL
54912,10458307,103444137,THE SECOND CUP,4,2,Cafe,Restaurant,700 KING ST W,Pass,2,OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B),12-03-2015,S - Significant,Corrected During Inspection,NULL,NULL
54913,10458307,103543811,THE SECOND CUP,4,2,Cafe,Restaurant,700 KING ST W,Pass,2,NULL,04-08-2015,NULL,NULL,NULL,NULL
54914,10458307,103655730,THE SECOND CUP,4,2,Cafe,Restaurant,700 KING ST W,Pass,2,NULL,20-01-2016,NULL,NULL,NULL,NULL
54915,10458307,103773770,THE SECOND CUP,4,2,Cafe,Restaurant,700 KING ST W,Pass,2,Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a),24-08-2016,NA - Not Applicable,Notice to Comply,NULL,NULL
54916,10458307,103875961,THE SECOND CUP,4,2,Cafe,Restaurant,700 KING ST W,Pass,2,NULL,05-01-2017,NULL,NULL,NULL,NULL
54947,10458418,103519151,TIM HORTONS - SECOND FLOOR,3,1,Cafe,Food Take Out,4001 LESLIE ST,Pass,1,NULL,24-06-2015,NULL,NULL,NULL,NULL
54948,10458418,103577355,TIM HORTONS - SECOND FLOOR,3,1,Cafe,Food Take Out,4001 LESLIE ST,Pass,1,NULL,18-09-2015,NULL,NULL,NULL,NULL
54949,10458418,103761563,TIM HORTONS - SECOND FLOOR,3,1,Cafe,Food Take Out,4001 LESLIE ST,Pass,1,Operator must ensure that the eating or drinking establishment license is continually posted adjacent to the food safety inspection notice. Muncipal Code Chapter 545 Sec. 5G(4),29-06-2016,NA - Not Applicable,Notice to Comply,NULL,NULL
54950,10458418,103761563,TIM HORTONS - SECOND FLOOR,3,1,Cafe,Food Take Out,4001 LESLIE ST,Pass,1,"Operator must ensure that the most recent food safety inspection notice, as issued without alteration, is continually and clearly posted at or near the entrance of the premises. Municipal Code 545 Sec. 5G(3)",29-06-2016,NA - Not Applicable,Notice to Comply,NULL,NULL
54951,10458418,103761563,TIM HORTONS - SECOND FLOOR,3,1,Cafe,Food Take Out,4001 LESLIE ST,Pass,1,Operator must ensure to provide the Food Safety Inspection Report(s) relating to the currently posted food safety inspection notice when requested by any person. Muncipal Code Chapter 545 Sec. 5G(5),29-06-2016,NA - Not Applicable,Notice to Comply,NULL,NULL
54952,10458422,103462517,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Conditional Pass,2,Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a),10-04-2015,NA - Not Applicable,Notice to Comply,NULL,NULL
54953,10458422,103462517,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Conditional Pass,2,Food handler fail to wear headgear,10-04-2015,M - Minor,Notice to Comply,NULL,NULL
54954,10458422,103462517,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Conditional Pass,2,Operator fail to clean washroom fixtures,10-04-2015,S - Significant,Notice to Comply,NULL,NULL
54955,10458422,103462517,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Conditional Pass,2,Operator fail to properly maintain equipment(NON-FOOD),10-04-2015,M - Minor,Notice to Comply,NULL,NULL
54956,10458422,103462517,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Conditional Pass,2,Operator fail to properly remove solid waste,10-04-2015,S - Significant,Notice to Comply,NULL,NULL
54957,10458422,103462517,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Conditional Pass,2,Operator fail to properly wash equipment,10-04-2015,M - Minor,Notice to Comply,NULL,NULL
54958,10458422,103462517,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Conditional Pass,2,Operator fail to use proper procedure(s) to ensure food safety,10-04-2015,S - Significant,Notice to Comply,NULL,NULL
54959,10458422,103462530,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Pass,2,Operator fail to properly wash equipment,13-04-2015,M - Minor,Notice to Comply,NULL,NULL
54960,10458422,103462530,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Pass,2,Operator fail to sanitize garbage containers as required,13-04-2015,M - Minor,Notice to Comply,NULL,NULL
54961,10458422,103599446,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Conditional Pass,2,Operator fail to properly store liquid waste,28-10-2015,S - Significant,Notice to Comply,NULL,NULL
54962,10458422,103599446,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Conditional Pass,2,Operator fail to properly store solid waste,28-10-2015,S - Significant,Ticket,Conviction - Fined,60
54963,10458422,103599446,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Conditional Pass,2,Operator fail to properly wash equipment,28-10-2015,M - Minor,Notice to Comply,NULL,NULL
54964,10458422,103599446,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Conditional Pass,2,Operator fail to properly wash large utensils,28-10-2015,S - Significant,Notice to Comply,NULL,NULL
54965,10458422,103599446,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Conditional Pass,2,Operator fail to provide required supplies at sinks,28-10-2015,S - Significant,Notice to Comply,NULL,NULL
54966,10458422,103599482,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Pass,2,Operator fail to properly wash surfaces in rooms,05-11-2015,M - Minor,Notice to Comply,NULL,NULL
54967,10458422,103732201,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Pass,2,FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23,18-05-2016,S - Significant,Corrected During Inspection,NULL,NULL
54968,10458422,103732201,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Pass,2,Operator fail to properly maintain rooms,18-05-2016,M - Minor,Notice to Comply,NULL,NULL
54969,10458422,103821539,SMOKE'S POUTINERIE,3,2,North American,Restaurant,772 COLLEGE ST,Pass,2,NULL,28-09-2016,NULL,NULL,NULL,NULL
54974,10458462,103430513,PIZZAIOLO,3.5,1,European,Restaurant,745 MOUNT PLEASANT RD,Pass,2,NULL,18-02-2015,NULL,NULL,NULL,NULL
54975,10458462,103557284,PIZZAIOLO,3.5,1,European,Restaurant,745 MOUNT PLEASANT RD,Pass,2,Food handler fail to wear headgear,16-09-2015,M - Minor,Notice to Comply,NULL,NULL
54976,10458462,103699524,PIZZAIOLO,3.5,1,European,Restaurant,745 MOUNT PLEASANT RD,Pass,2,Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a),31-03-2016,NA - Not Applicable,Notice to Comply,NULL,NULL
54977,10458462,103816885,PIZZAIOLO,3.5,1,European,Restaurant,745 MOUNT PLEASANT RD,Pass,2,Fail to hold a valid food handler's certificate - Muncipal Code Chapter 545 Sec. 5G(17)(b),21-09-2016,NA - Not Applicable,Notice to Comply,NULL,NULL
54978,10458462,103816885,PIZZAIOLO,3.5,1,European,Restaurant,745 MOUNT PLEASANT RD,Pass,2,Operator fail to properly wash equipment,21-09-2016,M - Minor,Notice to Comply,NULL,NULL
55012,10458557,103452274,AL MANDI RESTAURANT,3.5,2,African,Restaurant,1328 DANFORTH AVE,Pass,3,NULL,24-03-2015,NULL,NULL,NULL,NULL
55013,10458557,103539529,AL MANDI RESTAURANT,3.5,2,African,Restaurant,1328 DANFORTH AVE,Pass,3,NULL,27-07-2015,NULL,NULL,NULL,NULL
55014,10458557,103612641,AL MANDI RESTAURANT,3.5,2,African,Restaurant,1328 DANFORTH AVE,Pass,3,NULL,19-11-2015,NULL,NULL,NULL,NULL
55015,10458557,103665250,AL MANDI RESTAURANT,3.5,2,African,Restaurant,1328 DANFORTH AVE,Pass,3,NULL,01-02-2016,NULL,NULL,NULL,NULL
55016,10458557,103765341,AL MANDI RESTAURANT,3.5,2,African,Restaurant,1328 DANFORTH AVE,Pass,3,NULL,20-07-2016,NULL,NULL,NULL,NULL
55017,10458557,103835730,AL MANDI RESTAURANT,3.5,2,African,Restaurant,1328 DANFORTH AVE,Pass,3,NULL,21-10-2016,NULL,NULL,NULL,NULL
55028,10458636,103472131,GABBY'S,2.5,2,Bar,Restaurant,189 KING ST E,Pass,2,NULL,21-04-2015,NULL,NULL,NULL,NULL
55029,10458636,103584171,GABBY'S,2.5,2,Bar,Restaurant,189 KING ST E,Pass,2,Operator fail to properly wash equipment,13-10-2015,M - Minor,Notice to Comply,NULL,NULL
55030,10458636,103584171,GABBY'S,2.5,2,Bar,Restaurant,189 KING ST E,Pass,2,STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81,13-10-2015,S - Significant,Corrected During Inspection,NULL,NULL
55031,10458636,103742975,GABBY'S,2.5,2,Bar,Restaurant,189 KING ST E,Pass,2,Operator fail to properly wash surfaces in rooms,03-06-2016,M - Minor,Notice to Comply,NULL,NULL
55032,10458636,103742975,GABBY'S,2.5,2,Bar,Restaurant,189 KING ST E,Pass,2,STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81,03-06-2016,S - Significant,Corrected During Inspection,NULL,NULL
55033,10458636,103861130,GABBY'S,2.5,2,Bar,Restaurant,189 KING ST E,Pass,2,Food handler fail to wear headgear,05-12-2016,M - Minor,Notice to Comply,NULL,NULL
55034,10458636,103861130,GABBY'S,2.5,2,Bar,Restaurant,189 KING ST E,Pass,2,OPERATE FOOD PREMISE - FAIL TO EQUIP FACILITY WITH TOILET PAPER O. REG  562/90 SEC. 68(3)(A),05-12-2016,S - Significant,Corrected During Inspection,NULL,NULL
55035,10458636,103861130,GABBY'S,2.5,2,Bar,Restaurant,189 KING ST E,Pass,2,Operator fail to properly maintain rooms,05-12-2016,M - Minor,Notice to Comply,NULL,NULL
55036,10458636,103861130,GABBY'S,2.5,2,Bar,Restaurant,189 KING ST E,Pass,2,Operator fail to properly wash surfaces in rooms,05-12-2016,M - Minor,Notice to Comply,NULL,NULL
55037,10458648,103453948,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,Operator fail to properly wash equipment,25-03-2015,M - Minor,Notice to Comply,NULL,NULL
55038,10458648,103593749,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,OPERATOR FAIL TO ENSURE WRAPPING WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II),20-10-2015,S - Significant,Corrected During Inspection,NULL,NULL
55039,10458648,103593749,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,Operator fail to properly wash equipment,20-10-2015,M - Minor,Notice to Comply,NULL,NULL
55040,10458648,103593749,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,Operator fail to properly wash surfaces in rooms,20-10-2015,M - Minor,Notice to Comply,NULL,NULL
55041,10458648,103665988,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,FAIL TO PROVIDE ACCURATE PROBE THERMOMETER (CDI) SEC. 33 (14),03-02-2016,S - Significant,Corrected During Inspection,NULL,NULL
55042,10458648,103665988,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21,03-02-2016,S - Significant,Corrected During Inspection,NULL,NULL
55043,10458648,103665988,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,Operator fail to meet washroom requirements,03-02-2016,M - Minor,Notice to Comply,NULL,NULL
55044,10458648,103665988,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,Operator fail to properly maintain equipment(NON-FOOD),03-02-2016,M - Minor,Notice to Comply,NULL,NULL
55045,10458648,103665988,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,Operator fail to properly wash equipment,03-02-2016,M - Minor,Notice to Comply,NULL,NULL
55046,10458648,103770227,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C),11-07-2016,S - Significant,Corrected During Inspection,NULL,NULL
55047,10458648,103770227,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B),11-07-2016,S - Significant,Corrected During Inspection,NULL,NULL
55048,10458648,103770227,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,Operator fail to properly wash surfaces in rooms,11-07-2016,M - Minor,Notice to Comply,NULL,NULL
55049,10458648,103770227,AGAINST THE GRAIN URBAN TAVERN,3,2,North American,Restaurant,87 LAIRD DR,Pass,3,USE DIRTY CLOTH FOR CLEANING TABLES O. REG  562/90 SEC. 62(B),11-07-2016,S - Significant,Corrected During Inspection,NULL,NULL
55056,10458679,103412714,BASKIN ROBBINS,3.5,1,Dessert,Ice Cream / Yogurt Vendors,1500 ROYAL YORK RD,Pass,2,NULL,20-01-2015,NULL,NULL,NULL,NULL
