"","ESTABLISHMENT_ID","INSPECTION_ID","ESTABLISHMENT_NAME","REVIEW","VALUE","CUISINE_TYPE","ESTABLISHMENT_TYPE","ESTABLISHMENT_STATUS","MINIMUM_INSPECTIONS_PERYEAR","INSPECTION_DATE","SEVERITY","ACTION","SHORT_ADDRESS","DISTRICT","CITY","POSTAL_CODE"
"7742",10383873,103830008,"EGGSMART",3,2,"North American","Restaurant","Pass",3,"13-10-2016","S - Significant","Corrected During Inspection","601 SHERBOURNE ST","METRO TORONTO","TORONTO","M4X 1K7"
"7743",10383873,103890161,"EGGSMART",3,2,"North American","Restaurant","Pass",3,"12-01-2017","M - Minor","Notice to Comply","601 SHERBOURNE ST","METRO TORONTO","TORONTO","M4X 1K7"
"7744",10383883,103493353,"THE BAGEL STOP",3,1,"Deli","Food Take Out","Pass",2,"21-05-2015","NA - Not Applicable","No Action Required","200 ELIZABETH ST","METRO TORONTO","TORONTO","M5G"
"7745",10383883,103594621,"THE BAGEL STOP",3,1,"Deli","Food Take Out","Pass",2,"21-10-2015","NA - Not Applicable","No Action Required","200 ELIZABETH ST","METRO TORONTO","TORONTO","M5G"
"7746",10383883,103660085,"THE BAGEL STOP",3,1,"Deli","Food Take Out","Pass",2,"26-01-2016","NA - Not Applicable","No Action Required","200 ELIZABETH ST","METRO TORONTO","TORONTO","M5G"
"7747",10383883,103834935,"THE BAGEL STOP",3,1,"Deli","Food Take Out","Pass",2,"20-10-2016","M - Minor","Notice to Comply","200 ELIZABETH ST","METRO TORONTO","TORONTO","M5G"
"7748",10383899,103458965,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"02-04-2015","NA - Not Applicable","No Action Required","733 KIPLING AVE","ETOBICOKE","TORONTO","M8Z 5G6"
"7749",10383899,103582043,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"30-09-2015","NA - Not Applicable","No Action Required","733 KIPLING AVE","ETOBICOKE","TORONTO","M8Z 5G6"
"7750",10383899,103655383,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"19-01-2016","NA - Not Applicable","Notice to Comply","733 KIPLING AVE","ETOBICOKE","TORONTO","M8Z 5G6"
"7751",10383899,103655383,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"19-01-2016","M - Minor","Notice to Comply","733 KIPLING AVE","ETOBICOKE","TORONTO","M8Z 5G6"
"7752",10383899,103655383,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"19-01-2016","NA - Not Applicable","Notice to Comply","733 KIPLING AVE","ETOBICOKE","TORONTO","M8Z 5G6"
"7753",10383899,103808213,"TIM HORTONS",3,1,"Cafe","Restaurant","Pass",2,"15-09-2016","NA - Not Applicable","No Action Required","733 KIPLING AVE","ETOBICOKE","TORONTO","M8Z 5G6"
"7754",10384083,103492522,"BOOSTER JUICE",3.5,2,"Juicery & Smoothies","Food Take Out","Pass",1,"20-05-2015","NA - Not Applicable","Notice to Comply","4700 KEELE ST","NORTH YORK","TORONTO","M3J 1P3"
"7755",10384083,103693075,"BOOSTER JUICE",3.5,2,"Juicery & Smoothies","Food Take Out","Pass",1,"18-03-2016","M - Minor","Notice to Comply","4700 KEELE ST","NORTH YORK","TORONTO","M3J 1P3"
"7756",10384083,103693075,"BOOSTER JUICE",3.5,2,"Juicery & Smoothies","Food Take Out","Pass",1,"18-03-2016","M - Minor","Notice to Comply","4700 KEELE ST","NORTH YORK","TORONTO","M3J 1P3"
"7757",10384083,103693075,"BOOSTER JUICE",3.5,2,"Juicery & Smoothies","Food Take Out","Pass",1,"18-03-2016","M - Minor","Notice to Comply","4700 KEELE ST","NORTH YORK","TORONTO","M3J 1P3"
"7758",10384194,103490958,"AL MAC'S BAR & GRILL",2.8,1.85714285714286,"Bar","Restaurant","Pass",2,"20-05-2015","NA - Not Applicable","No Action Required","2459 KINGSTON RD","SCARBOROUGH","TORONTO","M1N"
"7759",10384194,103646453,"AL MAC'S BAR & GRILL",2.8,1.85714285714286,"Bar","Restaurant","Pass",2,"06-01-2016","M - Minor","Notice to Comply","2459 KINGSTON RD","SCARBOROUGH","TORONTO","M1N"
"7760",10384476,103528161,"TIM HORTONS",3,1,"Cafe","Food Take Out","Pass",1,"08-07-2015","NA - Not Applicable","No Action Required","2075 BAYVIEW AVE","NORTH YORK","TORONTO","M4N 3M5"
"7761",10384879,103510533,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"10-06-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7762",10384879,103510533,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"10-06-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7763",10384879,103510533,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"10-06-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7764",10384879,103541579,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Conditional Pass",2,"29-07-2015","S - Significant","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7765",10384879,103541579,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Conditional Pass",2,"29-07-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7766",10384879,103541579,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Conditional Pass",2,"29-07-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7767",10384879,103541579,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Conditional Pass",2,"29-07-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7768",10384879,103541579,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Conditional Pass",2,"29-07-2015","S - Significant","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7769",10384879,103541579,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Conditional Pass",2,"29-07-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7770",10384879,103541581,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"31-07-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7771",10384879,103541581,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"31-07-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7772",10384879,103541581,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"31-07-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7773",10384879,103611756,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"17-11-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7774",10384879,103611756,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"17-11-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7775",10384879,103611756,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"17-11-2015","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7776",10384879,103700040,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"05-04-2016","NA - Not Applicable","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7777",10384879,103700040,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"05-04-2016","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7778",10384879,103700040,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"05-04-2016","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7779",10384879,103700040,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"05-04-2016","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7780",10384879,103735766,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"16-08-2016","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7781",10384879,103735766,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"16-08-2016","M - Minor","Notice to Comply","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7782",10384879,103735766,"AL-ARUBA RESTAURANT",3.5,1.60759493670886,"Middle Eastern","Restaurant","Pass",2,"16-08-2016","S - Significant","Corrected During Inspection","377 ALBION RD","ETOBICOKE","TORONTO","M9W 3P4"
"7783",10385280,103608144,"PIZZA NOVA",3.5,1,"European","Food Take Out","Pass",1,"12-11-2015","NA - Not Applicable","No Action Required","520 WILSON HEIGHTS BLVD","NORTH YORK","TORONTO","M3H 2V6"
"7784",10385280,103673137,"PIZZA NOVA",3.5,1,"European","Food Take Out","Pass",1,"17-02-2016","NA - Not Applicable","No Action Required","520 WILSON HEIGHTS BLVD","NORTH YORK","TORONTO","M3H 2V6"
"7785",10385317,103465667,"A & W EXPRESS/COUNTRY STYLE",3,1,"North American","Food Take Out","Pass",1,"15-04-2015","M - Minor","Notice to Comply","20 BLOOR ST E","METRO TORONTO","TORONTO","M4W 3T3"
"7786",10385317,103583989,"A & W EXPRESS/COUNTRY STYLE",3,1,"North American","Food Take Out","Pass",1,"02-10-2015","NA - Not Applicable","Notice to Comply","20 BLOOR ST E","METRO TORONTO","TORONTO","M4W 3T3"
"7787",10385317,103583989,"A & W EXPRESS/COUNTRY STYLE",3,1,"North American","Food Take Out","Pass",1,"02-10-2015","M - Minor","Notice to Comply","20 BLOOR ST E","METRO TORONTO","TORONTO","M4W 3T3"
"7788",10385317,103665322,"A & W EXPRESS/COUNTRY STYLE",3,1,"North American","Food Take Out","Pass",1,"02-02-2016","NA - Not Applicable","No Action Required","20 BLOOR ST E","METRO TORONTO","TORONTO","M4W 3T3"
"7789",10385335,103475631,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Pass",3,"28-04-2015","NA - Not Applicable","No Action Required","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7790",10385335,103551858,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Pass",3,"17-08-2015","NA - Not Applicable","Notice to Comply","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7791",10385335,103551858,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Pass",3,"17-08-2015","S - Significant","Corrected During Inspection","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7792",10385335,103551858,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Pass",3,"17-08-2015","M - Minor","Notice to Comply","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7793",10385335,103635706,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Pass",3,"30-12-2015","M - Minor","Notice to Comply","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7794",10385335,103717200,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Conditional Pass",3,"26-04-2016","S - Significant","Corrected During Inspection","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7795",10385335,103717200,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Conditional Pass",3,"26-04-2016","S - Significant","Notice to Comply","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7796",10385335,103717200,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Conditional Pass",3,"26-04-2016","S - Significant","Notice to Comply","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7797",10385335,103717200,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Conditional Pass",3,"26-04-2016","C - Crucial","Notice to Comply","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7798",10385335,103717223,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Pass",3,"02-05-2016","M - Minor","Notice to Comply","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7799",10385335,103717223,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Pass",3,"02-05-2016","M - Minor","Notice to Comply","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7800",10385335,103805275,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Pass",3,"31-08-2016","M - Minor","Notice to Comply","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7801",10385335,103805275,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Pass",3,"31-08-2016","M - Minor","Notice to Comply","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7802",10385335,103870641,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Pass",3,"20-12-2016","S - Significant","Corrected During Inspection","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7803",10385335,103870641,"LOUIS AUTHENTIC GYROS",4,1,"Mediterranean","Restaurant","Pass",3,"20-12-2016","M - Minor","Notice to Comply","449 DANFORTH AVE","METRO TORONTO","TORONTO","M4K 1P1"
"7804",10385476,103444224,"HARVEY'S",3.5,1,"North American","Restaurant","Pass",2,"11-03-2015","NA - Not Applicable","No Action Required","805 THE QUEENSWAY","ETOBICOKE","TORONTO","M8Z 1N6"
"7805",10385476,103544961,"HARVEY'S",3.5,1,"North American","Restaurant","Pass",2,"05-08-2015","NA - Not Applicable","No Action Required","805 THE QUEENSWAY","ETOBICOKE","TORONTO","M8Z 1N6"
"7806",10385476,103666310,"HARVEY'S",3.5,1,"North American","Restaurant","Pass",2,"04-02-2016","NA - Not Applicable","No Action Required","805 THE QUEENSWAY","ETOBICOKE","TORONTO","M8Z 1N6"
"7807",10385476,103815623,"HARVEY'S",3.5,1,"North American","Restaurant","Pass",2,"19-09-2016","M - Minor","Notice to Comply","805 THE QUEENSWAY","ETOBICOKE","TORONTO","M8Z 1N6"
"7808",10385624,103504488,"SUBWAY SANDWICHES AND SALADS",4,1,"Deli","Restaurant","Pass",1,"08-06-2015","NA - Not Applicable","No Action Required","462 BIRCHMOUNT RD","SCARBOROUGH","TORONTO","M1W 3T8"
"7809",10385888,103442371,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Pass",3,"10-03-2015","S - Significant","Corrected During Inspection","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7810",10385888,103442371,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Pass",3,"10-03-2015","M - Minor","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7811",10385888,103442371,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Pass",3,"10-03-2015","M - Minor","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7812",10385888,103548103,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Conditional Pass",3,"10-08-2015","M - Minor","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7813",10385888,103548103,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Conditional Pass",3,"10-08-2015","S - Significant","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7814",10385888,103548103,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Conditional Pass",3,"10-08-2015","M - Minor","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7815",10385888,103548103,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Conditional Pass",3,"10-08-2015","S - Significant","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7816",10385888,103548103,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Conditional Pass",3,"10-08-2015","S - Significant","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7817",10385888,103548105,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Pass",3,"12-08-2015","NA - Not Applicable","Summons","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7818",10385888,103552773,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Conditional Pass",3,"18-08-2015","M - Minor","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7819",10385888,103552773,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Conditional Pass",3,"18-08-2015","M - Minor","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7820",10385888,103552773,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Conditional Pass",3,"18-08-2015","S - Significant","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7821",10385888,103552773,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Conditional Pass",3,"18-08-2015","S - Significant","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7822",10385888,103552785,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Pass",3,"20-08-2015","M - Minor","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7823",10385888,103617512,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Pass",3,"27-11-2015","S - Significant","Corrected During Inspection","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7824",10385888,103617512,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Pass",3,"27-11-2015","M - Minor","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7825",10385888,103617512,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Pass",3,"27-11-2015","M - Minor","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7826",10385888,103617512,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Pass",3,"27-11-2015","S - Significant","Corrected During Inspection","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7827",10385888,103649260,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Pass",3,"11-01-2016","S - Significant","Corrected During Inspection","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7828",10385888,103798849,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Pass",3,"22-08-2016","M - Minor","Notice to Comply","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7829",10385888,103836748,"SZECHUAN EXPRESS",3,1,"Far Eastern","Food Court Vendor","Pass",3,"24-10-2016","NA - Not Applicable","No Action Required","100 KING ST W","METRO TORONTO","TORONTO","M5X 1E3"
"7830",10385899,103477208,"FIT FOR LIFE",3.5,1,"Deli","Food Court Vendor","Pass",2,"28-04-2015","NA - Not Applicable","No Action Required","55 UNIVERSITY AVE","METRO TORONTO","TORONTO","M5J 2H7"
"7831",10385899,103602679,"FIT FOR LIFE",3.5,1,"Deli","Food Court Vendor","Pass",2,"03-11-2015","NA - Not Applicable","No Action Required","55 UNIVERSITY AVE","METRO TORONTO","TORONTO","M5J 2H7"
"7832",10385899,103683871,"FIT FOR LIFE",3.5,1,"Deli","Food Court Vendor","Pass",2,"03-03-2016","NA - Not Applicable","No Action Required","55 UNIVERSITY AVE","METRO TORONTO","TORONTO","M5J 2H7"
"7833",10385899,103843766,"FIT FOR LIFE",3.5,1,"Deli","Food Court Vendor","Pass",2,"03-11-2016","NA - Not Applicable","No Action Required","55 UNIVERSITY AVE","METRO TORONTO","TORONTO","M5J 2H7"
"7834",10386323,103447643,"SMOKE'S POUTINERIE",3.5,1,"North American","Restaurant","Pass",2,"17-03-2015","M - Minor","Notice to Comply","578 QUEEN ST W","METRO TORONTO","TORONTO","M5V 2B5"
"7835",10386323,103447643,"SMOKE'S POUTINERIE",3.5,1,"North American","Restaurant","Pass",2,"17-03-2015","M - Minor","Notice to Comply","578 QUEEN ST W","METRO TORONTO","TORONTO","M5V 2B5"
"7836",10386323,103447643,"SMOKE'S POUTINERIE",3.5,1,"North American","Restaurant","Pass",2,"17-03-2015","M - Minor","Notice to Comply","578 QUEEN ST W","METRO TORONTO","TORONTO","M5V 2B5"
"7837",10386323,103522870,"SMOKE'S POUTINERIE",3.5,1,"North American","Restaurant","Pass",2,"02-07-2015","M - Minor","Notice to Comply","578 QUEEN ST W","METRO TORONTO","TORONTO","M5V 2B5"
"7838",10386323,103522870,"SMOKE'S POUTINERIE",3.5,1,"North American","Restaurant","Pass",2,"02-07-2015","M - Minor","Notice to Comply","578 QUEEN ST W","METRO TORONTO","TORONTO","M5V 2B5"
"7839",10386323,103568878,"SMOKE'S POUTINERIE",3.5,1,"North American","Restaurant","Pass",2,"11-09-2015","M - Minor","Notice to Comply","578 QUEEN ST W","METRO TORONTO","TORONTO","M5V 2B5"
"7840",10386323,103568878,"SMOKE'S POUTINERIE",3.5,1,"North American","Restaurant","Pass",2,"11-09-2015","M - Minor","Notice to Comply","578 QUEEN ST W","METRO TORONTO","TORONTO","M5V 2B5"
"7841",10386323,103568878,"SMOKE'S POUTINERIE",3.5,1,"North American","Restaurant","Pass",2,"11-09-2015","M - Minor","Notice to Comply","578 QUEEN ST W","METRO TORONTO","TORONTO","M5V 2B5"
"7842",10386323,103695647,"SMOKE'S POUTINERIE",3.5,1,"North American","Restaurant","Pass",2,"23-03-2016","M - Minor","Notice to Comply","578 QUEEN ST W","METRO TORONTO","TORONTO","M5V 2B5"
"7843",10386323,103865215,"SMOKE'S POUTINERIE",3.5,1,"North American","Restaurant","Pass",2,"12-12-2016","NA - Not Applicable","No Action Required","578 QUEEN ST W","METRO TORONTO","TORONTO","M5V 2B5"
"7844",10386463,103479144,"PIZZA PIZZA",3,2,"European","Restaurant","Pass",2,"01-05-2015","NA - Not Applicable","No Action Required","560 PARLIAMENT ST","METRO TORONTO","TORONTO","M4X 1P8"
"7845",10386463,103741474,"PIZZA PIZZA",3,2,"European","Restaurant","Pass",2,"01-06-2016","NA - Not Applicable","No Action Required","560 PARLIAMENT ST","METRO TORONTO","TORONTO","M4X 1P8"
"7846",10386463,103815445,"PIZZA PIZZA",3,2,"European","Restaurant","Pass",2,"19-09-2016","NA - Not Applicable","No Action Required","560 PARLIAMENT ST","METRO TORONTO","TORONTO","M4X 1P8"
"7847",10386510,103492348,"HERO CERTIFIED BURGER",3,2,"North American","Food Take Out","Pass",2,"14-05-2015","NA - Not Applicable","Notice to Comply","291 YORK MILLS RD","NORTH YORK","TORONTO","M2L 1L3"
"7848",10386510,103595960,"HERO CERTIFIED BURGER",3,2,"North American","Food Take Out","Pass",2,"21-10-2015","NA - Not Applicable","No Action Required","291 YORK MILLS RD","NORTH YORK","TORONTO","M2L 1L3"
"7849",10386510,103762572,"HERO CERTIFIED BURGER",3,2,"North American","Food Take Out","Pass",2,"09-05-2016","NA - Not Applicable","No Action Required","291 YORK MILLS RD","NORTH YORK","TORONTO","M2L 1L3"
"7850",10386510,103842030,"HERO CERTIFIED BURGER",3,2,"North American","Food Take Out","Pass",2,"01-11-2016","NA - Not Applicable","No Action Required","291 YORK MILLS RD","NORTH YORK","TORONTO","M2L 1L3"
"7851",10386789,103519274,"EL NOUR HALAL PIZZA & WINGS",3,1,"North American","Food Take Out","Pass",2,"29-12-2015","NA - Not Applicable","No Action Required","2540 EGLINTON AVE W","YORK","TORONTO","M6M 1T1"
"7852",10386789,103837057,"EL NOUR HALAL PIZZA & WINGS",3,1,"North American","Food Take Out","Pass",2,"24-10-2016","NA - Not Applicable","No Action Required","2540 EGLINTON AVE W","YORK","TORONTO","M6M 1T1"
"7853",10387002,103496330,"PIZZAIOLO",3.5,1,"European","Restaurant","Pass",2,"26-05-2015","NA - Not Applicable","No Action Required","13 ST CLAIR AVE W","METRO TORONTO","TORONTO","M4V 1K6"
"7854",10387002,103628058,"PIZZAIOLO",3.5,1,"European","Restaurant","Pass",2,"14-12-2015","NA - Not Applicable","No Action Required","13 ST CLAIR AVE W","METRO TORONTO","TORONTO","M4V 1K6"
"7855",10387002,103727729,"PIZZAIOLO",3.5,1,"European","Restaurant","Pass",2,"12-05-2016","S - Significant","Corrected During Inspection","13 ST CLAIR AVE W","METRO TORONTO","TORONTO","M4V 1K6"
"7856",10387002,103727729,"PIZZAIOLO",3.5,1,"European","Restaurant","Pass",2,"12-05-2016","S - Significant","Corrected During Inspection","13 ST CLAIR AVE W","METRO TORONTO","TORONTO","M4V 1K6"
"7857",10387002,103727729,"PIZZAIOLO",3.5,1,"European","Restaurant","Pass",2,"12-05-2016","M - Minor","Notice to Comply","13 ST CLAIR AVE W","METRO TORONTO","TORONTO","M4V 1K6"
"7858",10387002,103727729,"PIZZAIOLO",3.5,1,"European","Restaurant","Pass",2,"12-05-2016","M - Minor","Notice to Comply","13 ST CLAIR AVE W","METRO TORONTO","TORONTO","M4V 1K6"
"7859",10387002,103766118,"PIZZAIOLO",3.5,1,"European","Restaurant","Conditional Pass",2,"07-07-2016","M - Minor","Notice to Comply","13 ST CLAIR AVE W","METRO TORONTO","TORONTO","M4V 1K6"
"7860",10387002,103766118,"PIZZAIOLO",3.5,1,"European","Restaurant","Conditional Pass",2,"07-07-2016","S - Significant","Notice to Comply","13 ST CLAIR AVE W","METRO TORONTO","TORONTO","M4V 1K6"
"7861",10387002,103766118,"PIZZAIOLO",3.5,1,"European","Restaurant","Conditional Pass",2,"07-07-2016","S - Significant","Notice to Comply","13 ST CLAIR AVE W","METRO TORONTO","TORONTO","M4V 1K6"
"7862",10387002,103766118,"PIZZAIOLO",3.5,1,"European","Restaurant","Conditional Pass",2,"07-07-2016","S - Significant","Notice to Comply","13 ST CLAIR AVE W","METRO TORONTO","TORONTO","M4V 1K6"
"7863",10387002,103766150,"PIZZAIOLO",3.5,1,"European","Restaurant","Pass",2,"08-07-2016","NA - Not Applicable","No Action Required","13 ST CLAIR AVE W","METRO TORONTO","TORONTO","M4V 1K6"
"7864",10387054,103496122,"BURGER KING",2,1,"North American","Restaurant","Pass",2,"07-05-2015","NA - Not Applicable","No Action Required","3850 SHEPPARD AVE E","SCARBOROUGH","TORONTO","M1T 3L3"
"7865",10387054,103599726,"BURGER KING",2,1,"North American","Restaurant","Pass",2,"29-10-2015","NA - Not Applicable","No Action Required","3850 SHEPPARD AVE E","SCARBOROUGH","TORONTO","M1T 3L3"
